Date,Adj Close,Close,High,Low,Open,Volume
2015-04-08,173.47808837890625,207.97999572753903,208.50999450683597,207.0800018310547,207.5500030517578,89351900
2015-04-09,174.24539184570312,208.8999938964844,209.17999267578125,207.19000244140625,207.77999877929688,85548900
2015-04-10,175.1963348388672,210.0399932861328,210.08999633789065,208.9600067138672,209.1999969482422,72722900
2015-04-13,174.40394592285156,209.08999633789065,210.6300048828125,209.02999877929688,209.8699951171875,74436600
2015-04-14,174.73760986328125,209.4900054931641,209.7100067138672,208.1000061035156,208.8500061035156,75099900
2015-04-15,175.52163696289062,210.42999267578125,211.0399932861328,209.9499969482422,210.0500030517578,99529300
2015-04-16,175.47158813476562,210.3699951171875,210.97999572753903,209.7899932861328,210.02999877929688,68934900
2015-04-17,173.4530487060547,207.9499969482422,209.22999572753903,207.00999450683597,208.94000244140625,191113200
2015-04-20,175.03787231445312,209.8500061035156,210.25,208.9600067138672,209.05999755859372,92189500
2015-04-21,174.829345703125,209.6000061035156,210.8600006103516,209.2400054931641,210.6699981689453,72559800
2015-04-22,175.68844604492188,210.6300048828125,210.8500061035156,208.8999938964844,210.00999450683597,78264600
2015-04-23,176.1304931640625,211.16000366210935,211.94000244140625,210.00999450683597,210.1499938964844,102585900
2015-04-24,176.5392303466797,211.6499938964844,211.97000122070312,211.1100006103516,211.66000366210935,61327400
2015-04-27,175.8052520751953,210.7700042724609,212.47999572753903,210.5399932861328,212.3300018310547,79358100
2015-04-28,176.36404418945312,211.44000244140625,211.5,209.3300018310547,210.7400054931641,86863500
2015-04-29,175.6383819580078,210.57000732421875,211.2899932861328,209.6000061035156,210.3699951171875,125684900
2015-04-30,173.8784942626953,208.4600067138672,210.3500061035156,207.6199951171875,209.8800048828125,161304900
2015-05-01,175.7635498046875,210.72000122070312,210.7700042724609,209.27999877929688,209.3999938964844,103399700
2015-05-04,176.26402282714844,211.32000732421875,212.0200042724609,211.1000061035156,211.22999572753903,70927200
2015-05-05,174.24539184570312,208.8999938964844,211.4600067138672,208.72999572753903,211.02999877929688,113326200
2015-05-06,173.52810668945312,208.0399932861328,209.92999267578125,206.75999450683597,209.55999755859372,135060200
2015-05-07,174.2204132080078,208.8699951171875,209.3800048828125,207.5200042724609,207.9199981689453,88244900
2015-05-08,176.5142364501953,211.6199951171875,211.8600006103516,210.77999877929688,210.8800048828125,155877300
2015-05-11,175.67178344726562,210.6100006103516,211.88999938964844,210.5200042724609,211.57000732421875,75708100
2015-05-12,175.14630126953125,209.97999572753903,210.6300048828125,208.6199951171875,209.6100006103516,119727600
2015-05-13,175.1796875,210.0200042724609,211.22000122070312,209.7400054931641,210.47000122070312,94667900
2015-05-14,177.00631713867188,212.2100067138672,212.32000732421875,210.91000366210935,211.2400054931641,95934000
2015-05-15,177.19821166992188,212.44000244140625,212.6100006103516,211.8600006103516,212.44000244140625,76510100
2015-05-18,177.74871826171875,213.1000061035156,213.3999938964844,212.16000366210935,212.2400054931641,74549700
2015-05-19,177.69033813476562,213.02999877929688,213.57000732421875,212.69000244140625,213.2400054931641,72114600
2015-05-20,177.5652313232422,212.8800048828125,213.77999877929688,212.5,213.1499938964844,76857500
2015-05-21,178.0823516845703,213.5,213.75,212.50999450683597,212.7100067138672,64764600
2015-05-22,177.65695190429688,212.9900054931641,213.5399932861328,212.91000366210935,213.0399932861328,57433500
2015-05-26,175.746826171875,210.6999969482422,212.91000366210935,210.1999969482422,212.3999938964844,124308600
2015-05-27,177.41510009765625,212.6999969482422,212.97999572753903,210.75999450683597,211.25,93214000
2015-05-28,177.2148895263672,212.4600067138672,212.58999633789065,211.6300048828125,212.3300018310547,74974600
2015-05-29,176.11390686035156,211.13999938964844,212.42999267578125,210.82000732421875,212.3800048828125,124919600
2015-06-01,176.4725341796875,211.57000732421875,212.33999633789065,210.6199951171875,211.94000244140625,93338800
2015-06-02,176.29736328125,211.3600006103516,212.19000244140625,210.2700042724609,211.0200042724609,91531000
2015-06-03,176.76443481445312,211.9199981689453,212.6699981689453,211.3300018310547,212.0,87820900
2015-06-04,175.27142333984375,210.1300048828125,211.8600006103516,209.75,211.07000732421875,151882800
2015-06-05,174.97109985351562,209.7700042724609,210.5800018310547,208.97999572753903,209.9499969482422,121704700
2015-06-08,173.8951873779297,208.47999572753903,209.82000732421875,208.38999938964844,209.63999938964844,89063300
2015-06-09,173.87010192871094,208.4499969482422,209.1000061035156,207.69000244140625,208.4499969482422,105034700
2015-06-10,175.95538330078125,210.9499969482422,211.41000366210935,209.3000030517578,209.3699951171875,134551300
2015-06-11,176.52256774902344,211.6300048828125,212.08999633789065,211.1999969482422,211.47999572753903,73876400
2015-06-12,175.17129516601562,210.00999450683597,211.47999572753903,209.67999267578125,210.63999938964844,135382400
2015-06-15,174.42062377929688,209.1100006103516,209.4499969482422,207.7899932861328,208.63999938964844,124384200
2015-06-16,175.37155151367188,210.25,210.3500061035156,208.72000122070312,208.92999267578125,85308200
2015-06-17,175.65512084960938,210.58999633789065,211.32000732421875,209.3600006103516,210.58999633789065,126708600
2015-06-18,177.4818115234375,212.77999877929688,213.33999633789065,210.6300048828125,211.30999755859372,165867900
2015-06-19,176.69393920898438,210.80999755859372,211.5500030517578,210.3600006103516,211.4600067138672,130478700
2015-06-22,177.59915161132812,211.88999938964844,212.58999633789065,211.63999938964844,211.91000366210935,70696000
2015-06-23,177.72486877441406,212.0399932861328,212.44000244140625,211.57000732421875,212.13999938964844,68476800
2015-06-24,176.43406677246094,210.5,212.1699981689453,210.47000122070312,211.72000122070312,92307300
2015-06-25,175.89764404296875,209.8600006103516,211.25,209.7700042724609,211.1000061035156,97107400
2015-06-26,175.86410522460938,209.82000732421875,210.5800018310547,209.16000366210935,210.2899932861328,104174800
2015-06-29,172.1762237548828,205.4199981689453,209.8300018310547,205.3300018310547,208.0500030517578,202621300
2015-06-30,172.5366973876953,205.8500061035156,207.32000732421875,205.27999877929688,207.25999450683597,182925100
2015-07-01,173.9195556640625,207.5,208.02999877929688,206.55999755859372,207.72999572753903,135979900
2015-07-02,173.7603302001953,207.30999755859372,208.2700042724609,206.80999755859372,208.07000732421875,104373700
2015-07-06,173.26583862304688,206.72000122070312,207.6499938964844,205.52999877929688,205.7700042724609,117975400
2015-07-07,174.35545349121094,208.0200042724609,208.1699981689453,204.1100006103516,206.9600067138672,173820200
2015-07-08,171.43020629882812,204.52999877929688,206.75999450683597,204.25,206.4199981689453,164020100
2015-07-09,171.74032592773438,204.8999938964844,207.3500061035156,204.7700042724609,207.0399932861328,144113100
2015-07-10,173.90283203125,207.47999572753903,207.97999572753903,204.9499969482422,207.2899932861328,129456900
2015-07-13,175.82220458984375,209.7700042724609,209.8999938964844,208.94000244140625,208.9900054931641,106069400
2015-07-14,176.58497619628906,210.67999267578125,211.0500030517578,209.6499938964844,209.72000122070312,81709600
2015-07-15,176.52627563476562,210.6100006103516,211.27999877929688,210.0399932861328,210.72999572753903,97914100
2015-07-16,177.94281005859375,212.3000030517578,212.3000030517578,211.5800018310547,211.8699951171875,106683300
2015-07-17,178.09359741210938,212.47999572753903,212.5500030517578,211.8000030517578,212.2899932861328,89030000
2015-07-20,178.18588256835938,212.58999633789065,213.17999267578125,212.2100067138672,212.75,70446800
2015-07-21,177.48179626464844,211.75,212.7400054931641,211.38999938964844,212.42999267578125,77965000
2015-07-22,177.16326904296875,211.3699951171875,211.7700042724609,210.88999938964844,210.92999267578125,88667900
2015-07-23,176.16586303710938,210.17999267578125,211.6499938964844,209.75,211.52999877929688,90509100
2015-07-24,174.3386688232422,208.0,210.3699951171875,207.6000061035156,210.3000030517578,117755000
2015-07-27,173.32449340820312,206.7899932861328,207.5500030517578,206.25999450683597,206.94000244140625,132361100
2015-07-28,175.45347595214844,209.3300018310547,209.5,206.8000030517578,207.7899932861328,123544800
2015-07-29,176.66036987304688,210.7700042724609,211.0399932861328,209.30999755859372,209.47999572753903,105791300
2015-07-30,176.70225524902344,210.82000732421875,211.0200042724609,209.4199981689453,210.16000366210935,91304400
2015-07-31,176.43406677246094,210.5,211.4499969482422,210.16000366210935,211.4199981689453,103266900
2015-08-03,175.83897399902344,209.7899932861328,210.52999877929688,208.6499938964844,210.4600067138672,113965700
2015-08-04,175.49534606933594,209.3800048828125,210.25,208.8000030517578,209.6999969482422,81820800
2015-08-05,176.0736846923828,210.07000732421875,211.30999755859372,209.72999572753903,210.4499969482422,85786800
2015-08-06,174.63201904296875,208.3500061035156,210.4199981689453,207.6499938964844,210.2899932861328,116030800
2015-08-07,174.29676818847656,207.9499969482422,208.33999633789065,206.8699951171875,208.16000366210935,117858000
2015-08-10,176.49276733398438,210.57000732421875,210.6699981689453,209.27999877929688,209.27999877929688,80270700
2015-08-11,174.90023803710938,208.6699981689453,209.47000122070312,207.75999450683597,208.97000122070312,126081400
2015-08-12,175.10975646972656,208.9199981689453,209.13999938964844,205.3600006103516,207.1100006103516,172123700
2015-08-13,174.89183044433594,208.66000366210935,209.5500030517578,208.00999450683597,208.72999572753903,89383300
2015-08-14,175.52886962890625,209.4199981689453,209.50999450683597,208.25999450683597,208.42999267578125,72786500
2015-08-17,176.50955200195312,210.58999633789065,210.58999633789065,208.16000366210935,208.7100067138672,79072600
2015-08-18,175.9982452392578,209.97999572753903,210.67999267578125,209.6999969482422,210.25999450683597,71692700
2015-08-19,174.60690307617188,208.32000732421875,210.00999450683597,207.3500061035156,209.08999633789065,172946000
2015-08-20,170.96084594726562,203.97000122070312,208.2899932861328,203.8999938964844,206.50999450683597,194327900
2015-08-21,165.81451416015625,197.8300018310547,203.94000244140625,197.5200042724609,201.72999572753903,346588500
2015-08-24,158.83258056640625,189.5,197.47999572753903,182.3999938964844,187.4900054931641,507244300
2015-08-25,156.9634552001953,187.2700042724609,195.4499969482422,186.9199981689453,195.42999267578125,369833100
2015-08-26,162.98988342285156,194.4600067138672,194.7899932861328,188.3699951171875,192.0800018310547,339257000
2015-08-27,167.02149963378906,199.2700042724609,199.4199981689453,195.2100067138672,197.0200042724609,274143900
2015-08-28,167.0298309326172,199.27999877929688,199.83999633789065,197.9199981689453,198.5,160414400
2015-08-31,165.68038940429688,197.6699981689453,199.1300048828125,197.00999450683597,198.1100006103516,163298800
2015-09-01,160.7352294921875,191.7700042724609,194.7700042724609,190.72999572753903,193.1199951171875,256000400
2015-09-02,163.78614807128906,195.41000366210935,195.4600067138672,192.4199981689453,194.6199951171875,160269300
2015-09-03,163.9034881591797,195.5500030517578,198.0500030517578,194.9600067138672,196.25999450683597,152087800
2015-09-04,161.42251586914062,192.58999633789065,193.8600006103516,191.6100006103516,192.8500061035156,207081000
2015-09-08,165.47926330566406,197.42999267578125,197.6100006103516,195.1699981689453,195.94000244140625,116025700
2015-09-09,163.2664794921875,194.7899932861328,199.47000122070312,194.3500061035156,199.32000732421875,149347700
2015-09-10,164.15496826171875,195.8500061035156,197.22000122070312,194.25,194.55999755859372,158611100
2015-09-11,164.90090942382812,196.7400054931641,196.82000732421875,194.52999877929688,195.3800048828125,119691200
2015-09-14,164.2890625,196.00999450683597,197.00999450683597,195.42999267578125,196.9499969482422,79452000
2015-09-15,166.34259033203125,198.4600067138672,198.9900054931641,195.9600067138672,196.6100006103516,113806200
2015-09-16,167.7841796875,200.17999267578125,200.41000366210935,198.41000366210935,198.82000732421875,99581600
2015-09-17,167.4070281982422,199.72999572753903,202.88999938964844,199.27999877929688,200.0200042724609,276046600
2015-09-18,164.67137145996094,195.4499969482422,198.67999267578125,194.9600067138672,195.7100067138672,223657500
2015-09-21,165.52230834960938,196.4600067138672,197.67999267578125,195.2100067138672,196.44000244140625,105726200
2015-09-22,163.3738250732422,193.91000366210935,194.4600067138672,192.55999755859372,193.8800048828125,153890900
2015-09-23,163.1127166748047,193.6000061035156,194.6699981689453,192.91000366210935,194.1100006103516,92790600
2015-09-24,162.52296447753906,192.8999938964844,193.4499969482422,190.55999755859372,192.1499938964844,159378800
2015-09-25,162.4807891845703,192.8500061035156,195.0,191.80999755859372,194.63999938964844,155054800
2015-09-28,158.40292358398438,188.00999450683597,191.91000366210935,187.63999938964844,191.77999877929688,178515900
2015-09-29,158.4956817626953,188.1199951171875,189.7400054931641,186.92999267578125,188.2700042724609,159045600
2015-09-30,161.45291137695312,191.6300048828125,191.8300018310547,189.44000244140625,190.3699951171875,163452000
2015-10-01,161.8741455078125,192.1300048828125,192.4900054931641,189.82000732421875,192.0800018310547,131079000
2015-10-02,164.29222106933594,195.0,195.02999877929688,189.1199951171875,189.7700042724609,211003300
2015-10-05,167.21578979492188,198.47000122070312,198.7400054931641,196.3300018310547,196.4600067138672,126320800
2015-10-06,166.64285278320312,197.7899932861328,198.97999572753903,197.0,198.30999755859372,110274500
2015-10-07,168.00778198242188,199.41000366210935,199.8300018310547,197.47999572753903,198.8999938964844,124307300
2015-10-08,169.5242919921875,201.2100067138672,201.5500030517578,198.58999633789065,198.9499969482422,153055200
2015-10-09,169.62539672851562,201.3300018310547,201.8999938964844,200.5800018310547,201.3800048828125,107069200
2015-10-12,169.7854766845703,201.5200042724609,201.75999450683597,200.91000366210935,201.4199981689453,56395600
2015-10-13,168.71539306640625,200.25,202.16000366210935,200.0500030517578,200.6499938964844,88038700
2015-10-14,167.90663146972656,199.2899932861328,200.8699951171875,198.94000244140625,200.17999267578125,99106200
2015-10-15,170.48475646972656,202.3500061035156,202.3600006103516,199.63999938964844,200.0800018310547,134142200
2015-10-16,171.25990295410156,203.2700042724609,203.2899932861328,201.9199981689453,202.8300018310547,114580100
2015-10-19,171.34413146972656,203.3699951171875,203.3699951171875,202.1300048828125,202.5,76523900
2015-10-20,171.1250762939453,203.1100006103516,203.83999633789065,202.5500030517578,202.8500061035156,78448500
2015-10-21,170.06356811523438,201.8500061035156,203.7899932861328,201.6499938964844,203.6100006103516,102038000
2015-10-22,172.93646240234375,205.25999450683597,205.50999450683597,201.8500061035156,202.97999572753903,174911700
2015-10-23,174.83216857910156,207.50999450683597,207.9499969482422,206.3000030517578,207.25,144442300
2015-10-26,174.40252685546875,207.0,207.3699951171875,206.55999755859372,207.3000030517578,69033000
2015-10-27,174.0655059814453,206.6000061035156,207.0,205.7899932861328,206.1999969482422,77905800
2015-10-28,176.04537963867188,208.9499969482422,208.97999572753903,206.2100067138672,207.0,135906700
2015-10-29,175.94432067871094,208.8300018310547,209.2700042724609,208.2100067138672,208.3500061035156,90525500
2015-10-30,175.18606567382812,207.92999267578125,209.44000244140625,207.7400054931641,209.05999755859372,131076900
2015-11-02,177.25860595703125,210.38999938964844,210.6199951171875,208.1699981689453,208.32000732421875,86270800
2015-11-03,177.77261352539062,211.0,211.66000366210935,209.6999969482422,209.97000122070312,95246100
2015-11-04,177.2334442138672,210.3600006103516,211.5,209.72000122070312,211.3500061035156,96224500
2015-11-05,177.0564422607422,210.1499938964844,210.97999572753903,209.08999633789065,210.42999267578125,78408700
2015-11-06,176.96377563476562,210.0399932861328,210.32000732421875,208.4600067138672,209.7400054931641,110471500
2015-11-09,175.31239318847656,208.0800018310547,209.4900054931641,206.9499969482422,209.30999755859372,131008700
2015-11-10,175.7168426513672,208.55999755859372,208.6000061035156,207.19000244140625,207.50999450683597,75874600
2015-11-11,175.02597045898438,207.7400054931641,208.94000244140625,207.66000366210935,208.8800048828125,67846000
2015-11-12,172.58261108398438,204.83999633789065,207.05999755859372,204.82000732421875,206.5,121315200
2015-11-13,170.64486694335938,202.5399932861328,204.6699981689453,202.44000244140625,204.3500061035156,153577100
2015-11-16,173.23983764648438,205.6199951171875,205.69000244140625,202.17999267578125,202.32000732421875,117645200
2015-11-17,173.1134490966797,205.47000122070312,207.0399932861328,204.8800048828125,205.9900054931641,121123700
2015-11-18,175.8600311279297,208.72999572753903,208.8999938964844,205.9900054931641,206.0399932861328,121342500
2015-11-19,175.7084503173828,208.5500030517578,209.0500030517578,208.1999969482422,208.58999633789065,88220500
2015-11-20,176.34872436523438,209.30999755859372,210.1199951171875,208.8600006103516,209.4499969482422,94011500
2015-11-23,176.1465606689453,209.07000732421875,209.97999572753903,208.5200042724609,209.3800048828125,64931200
2015-11-24,176.38241577148438,209.3500061035156,209.8300018310547,207.41000366210935,207.8699951171875,98874400
2015-11-25,176.35716247558594,209.32000732421875,209.7400054931641,209.00999450683597,209.5,51980100
2015-11-27,176.55938720703125,209.55999755859372,209.8000030517578,208.8600006103516,209.42999267578125,37317800
2015-11-30,175.8263397216797,208.69000244140625,209.88999938964844,208.55999755859372,209.75,112822700
2015-12-01,177.50303649902344,210.67999267578125,210.82000732421875,209.1100006103516,209.44000244140625,97858400
2015-12-02,175.69155883789062,208.52999877929688,211.0,208.22999572753903,210.6199951171875,108441300
2015-12-03,173.23146057128906,205.6100006103516,209.1499938964844,204.75,208.8300018310547,166224200
2015-12-04,176.60992431640625,209.6199951171875,209.97000122070312,205.6100006103516,205.6100006103516,192913900
2015-12-07,175.5399169921875,208.3500061035156,209.72999572753903,207.1999969482422,209.22999572753903,102027100
2015-12-08,174.36038208007812,206.9499969482422,208.2899932861328,205.77999877929688,206.4900054931641,103372400
2015-12-09,173.00393676757812,205.33999633789065,208.67999267578125,204.17999267578125,206.19000244140625,162401500
2015-12-10,173.45045471191406,205.8699951171875,207.42999267578125,205.13999938964844,205.4199981689453,116128900
2015-12-11,170.08877563476562,201.8800048828125,204.13999938964844,201.50999450683597,203.3500061035156,211173300
2015-12-14,170.94818115234375,202.8999938964844,203.0500030517578,199.9499969482422,202.07000732421875,182385200
2015-12-15,172.74270629882812,205.02999877929688,206.1100006103516,202.8699951171875,204.6999969482422,154069600
2015-12-16,175.2703094482422,208.02999877929688,208.38999938964844,204.8000030517578,206.3699951171875,197017000
2015-12-17,172.59947204589844,204.8600006103516,208.47999572753903,204.83999633789065,208.3999938964844,173092500
2015-12-18,169.52464294433594,200.0200042724609,202.92999267578125,199.8300018310547,202.7700042724609,251393500
2015-12-21,170.9230194091797,201.6699981689453,201.8800048828125,200.08999633789065,201.41000366210935,99094300
2015-12-22,172.47409057617188,203.5,203.8500061035156,201.5500030517578,202.72000122070312,111026200
2015-12-23,174.60984802246094,206.0200042724609,206.07000732421875,204.5800018310547,204.69000244140625,110987200
2015-12-24,174.32168579101562,205.67999267578125,206.3300018310547,205.4199981689453,205.72000122070312,48539600
2015-12-28,173.9233856201172,205.2100067138672,205.25999450683597,203.94000244140625,204.8600006103516,65899900
2015-12-29,175.77944946289062,207.3999938964844,207.7899932861328,206.47000122070312,206.50999450683597,92640700
2015-12-30,174.53355407714844,205.92999267578125,207.2100067138672,205.75999450683597,207.1100006103516,63317700
2015-12-31,172.78765869140625,203.8699951171875,205.88999938964844,203.8699951171875,205.1300048828125,114877900
2016-01-04,170.3721923828125,201.0200042724609,201.02999877929688,198.58999633789065,200.4900054931641,222353500
2016-01-05,170.66036987304688,201.3600006103516,201.8999938964844,200.0500030517578,201.3999938964844,110845800
2016-01-06,168.50759887695312,198.82000732421875,200.05999755859372,197.6000061035156,198.33999633789065,152112600
2016-01-07,164.46484375,194.0500030517578,197.44000244140625,193.58999633789065,195.3300018310547,213436100
2016-01-08,162.65957641601562,191.9199981689453,195.8500061035156,191.5800018310547,195.19000244140625,209817200
2016-01-11,162.82057189941406,192.1100006103516,193.41000366210935,189.82000732421875,193.00999450683597,187941300
2016-01-12,164.13424682617188,193.66000366210935,194.5500030517578,191.13999938964844,193.82000732421875,172330500
2016-01-13,160.04067993164062,188.8300018310547,194.8600006103516,188.3800048828125,194.4499969482422,221168900
2016-01-14,162.66807556152344,191.92999267578125,193.25999450683597,187.66000366210935,189.5500030517578,240795600
2016-01-15,159.17617797851562,187.80999755859372,188.75999450683597,185.5200042724609,186.7700042724609,324846400
2016-01-19,159.38809204101562,188.05999755859372,190.1100006103516,186.1999969482422,189.9600067138672,195244400
2016-01-20,157.34555053710938,185.6499938964844,187.5,181.0200042724609,185.02999877929688,286547800
2016-01-21,158.2269744873047,186.69000244140625,188.8699951171875,184.63999938964844,186.2100067138672,195772900
2016-01-22,161.4730224609375,190.5200042724609,190.75999450683597,188.8800048828125,189.77999877929688,168319600
2016-01-25,159.03211975097656,187.63999938964844,190.1499938964844,187.41000366210935,189.9199981689453,130371700
2016-01-26,161.20181274414062,190.1999969482422,190.52999877929688,188.0200042724609,188.4199981689453,141036800
2016-01-27,159.4473876953125,188.1300048828125,191.55999755859372,187.05999755859372,189.5800018310547,185681700
2016-01-28,160.2779998779297,189.1100006103516,190.1999969482422,187.16000366210935,189.9600067138672,143798800
2016-01-29,164.18515014648438,193.72000122070312,193.8800048828125,189.8800048828125,190.0200042724609,210529300
2016-02-01,164.1258087158203,193.6499938964844,194.5800018310547,191.83999633789065,192.52999877929688,136061600
2016-02-02,161.1678924560547,190.16000366210935,191.97000122070312,189.5399932861328,191.9600067138672,182564900
2016-02-03,162.1341094970703,191.3000030517578,191.77999877929688,187.1000061035156,191.41000366210935,205054900
2016-02-04,162.3883514404297,191.6000061035156,192.75,189.9600067138672,190.7100067138672,139531800
2016-02-05,159.2948455810547,187.9499969482422,191.6699981689453,187.1999969482422,190.9900054931641,180788300
2016-02-08,157.1505889892578,185.4199981689453,186.1199951171875,182.8000030517578,185.7700042724609,191526700
